"GSM1523727",1
"GSM1523728",2
"GSM1523729",1
"GSM1523744",1
"GSM1523745",3
"GSM1523746",4
"GSM1523747",5
"GSM1523748",6
"GSM1523765",1
"GSM1523768",3
"GSM1523769",3
"GSM1523770",2
"GSM1523771",3
"GSM1523772",3
"GSM1523773",3
"GSM1523774",6
"GSM1523775",3
"GSM1523776",1
"GSM1523777",1
"GSM1523778",7
"GSM1523779",1
"GSM1523780",2
"GSM1523781",4
"GSM1523782",2
"GSM1523783",6
"GSM1523784",6
"GSM1523785",1
"GSM1523786",6
"GSM1523787",1
"GSM1523788",3
"GSM1523789",3
"GSM1523790",2
"GSM1523791",2
"GSM1523792",1
"GSM1523793",1
"GSM1523794",5
"GSM1523795",2
"GSM1523796",3
"GSM1523797",6
"GSM1523798",3
"GSM1523799",5
"GSM1523800",2
"GSM1523801",1
"GSM1523802",1
"GSM1523803",5
"GSM1523804",6
"GSM1523805",7
"GSM1523806",1
"GSM1523807",8
"GSM1523808",3
"GSM1523809",1
"GSM1523810",2
"GSM1523811",7
"GSM1523812",7
"GSM1523813",2
"GSM1523814",5
"GSM1523815",2
"GSM1523816",1
"GSM1523817",5
"GSM1523818",1
"GSM1523819",1
"GSM1523820",5
"GSM1523821",1
"GSM1523822",7
"GSM1523823",2
"GSM1523824",1
"GSM1523825",2
"GSM1523826",6
"GSM1523827",6
"GSM1523828",3
"GSM1523829",1
"GSM1523830",1
"GSM1523831",5
"GSM1523832",6
"GSM1523833",1
"GSM1523834",3
"GSM1523835",3
"GSM1523836",7
"GSM1523837",1
"GSM1523838",2
"GSM1523839",7
"GSM1523840",7
"GSM1523841",7
"GSM1523842",4
"GSM1523843",7
"GSM1523844",3
"GSM1523845",3
"GSM1523846",7
"GSM1523847",2
"GSM1523848",7
"GSM1523849",3
"GSM1523850",3
"GSM1523851",2
"GSM1523852",6
"GSM1523853",1
"GSM1523854",7
"GSM1523855",1
"GSM1523856",3
"GSM1523857",3
"GSM1523858",3
"GSM1523859",7
"GSM1523860",2
"GSM1523861",1
"GSM1523862",3
"GSM1523863",2
"GSM1523864",1
"GSM1523865",2
"GSM1523866",3
"GSM1523867",1
"GSM1523868",3
"GSM1523869",8
"GSM1523870",2
"GSM1523871",1
"GSM1523872",3
"GSM1523873",7
